Random,TITLE,DATE,ORDER,SONG,ARTIST,ARTIST - SONG,ALT TITLE,CLASS - GRADE
0.04374922791,Ad Hoc Rock,2022-04-04,27,Nervous Breakdown,Black Flag,Black Flag - Nervous Breakdown,AMP | 2022-04-04 | Ad Hoc Rock,
0.5770200844,Ad Hoc Rock,2022-04-04,17,Burning House of Love,X,X - Burning House of Love,AMP | 2022-04-04 | Ad Hoc Rock,
0.5251158824,Ad Hoc Rock,2022-04-04,31,Just Another Day,Oingo Boingo,Oingo Boingo - Just Another Day,AMP | 2022-04-04 | Ad Hoc Rock,
0.6359601867,Ad Hoc Rock,2022-04-04,34,Dead Souls,Nine Inch Nails,Nine Inch Nails - Dead Souls,AMP | 2022-04-04 | Ad Hoc Rock,
0.4440612458,Ad Hoc Rock,2022-04-04,30,Go With the Flow,Queens of the Stone Age,Queens of the Stone Age - Go With the Flow,AMP | 2022-04-04 | Ad Hoc Rock,
0.2900575754,Ad Hoc Rock,2022-04-04,11,Institutionalized,Suicidal Tendencies,Suicidal Tendencies - Institutionalized,AMP | 2022-04-04 | Ad Hoc Rock,
0.101299394,Ad Hoc Rock,2022-04-04,19,Only,Nine Inch Nails,Nine Inch Nails - Only,AMP | 2022-04-04 | Ad Hoc Rock,
0.0760827154,Ad Hoc Rock,2022-04-04,16,My Own Worst Enemy,Lit,Lit - My Own Worst Enemy,AMP | 2022-04-04 | Ad Hoc Rock,
0.4362716778,Ad Hoc Rock,2022-04-04,20,Living Dead Girl,Rob Zombie,Rob Zombie - Living Dead Girl,AMP | 2022-04-04 | Ad Hoc Rock,
0.7012301576,Ad Hoc Rock,2022-04-04,8,Alien,Pennywise,Pennywise - Alien,AMP | 2022-04-04 | Ad Hoc Rock,
0.04565919764,Ad Hoc Rock,2022-04-04,5,Pretty Fly,The Offspring,The Offspring - Pretty Fly,AMP | 2022-04-04 | Ad Hoc Rock,
0.4317337404,Ad Hoc Rock,2022-04-04,3,I Was Wrong,Social Distortion,Social Distortion - I Was Wrong,AMP | 2022-04-04 | Ad Hoc Rock,
0.3797007222,Ad Hoc Rock,2022-04-04,10,Ring of Fire,Social Distortion,Social Distortion - Ring of Fire,AMP | 2022-04-04 | Ad Hoc Rock,
0.6764078217,Ad Hoc Rock,2022-04-04,26,Alone Again Or,The Damned,The Damned - Alone Again Or,AMP | 2022-04-04 | Ad Hoc Rock,
0.5107881529,Ad Hoc Rock,2022-04-04,32,Holiday,Green Day,Green Day - Holiday,AMP | 2022-04-04 | Ad Hoc Rock,
0.5339560589,Ad Hoc Rock,2022-04-04,22,London Calling,The Clash,The Clash - London Calling,AMP | 2022-04-04 | Ad Hoc Rock,
0.9356799207,Ad Hoc Rock,2022-04-04,1,You’re Gonna Go Far Kid,The Offspring,The Offspring - You’re Gonna Go Far Kid,AMP | 2022-04-04 | Ad Hoc Rock,
0.2756509469,Ad Hoc Rock,2022-04-04,7,These Days,Alien Ant Farm,Alien Ant Farm - These Days,AMP | 2022-04-04 | Ad Hoc Rock,
0.2350115261,Ad Hoc Rock,2022-04-04,33,Adam’s Song,Blink 182,Blink 182 - Adam’s Song,AMP | 2022-04-04 | Ad Hoc Rock,
0.3684756915,Ad Hoc Rock,2022-04-04,18,Midlife Crisis,Faith No More,Faith No More - Midlife Crisis,AMP | 2022-04-04 | Ad Hoc Rock,
0.6585064713,Ad Hoc Rock,2022-04-04,12,NWO,Ministry,Ministry - NWO,AMP | 2022-04-04 | Ad Hoc Rock,
0.8340091504,Ad Hoc Rock,2022-04-04,29,Diamond Eyes,Deftones,Deftones - Diamond Eyes,AMP | 2022-04-04 | Ad Hoc Rock,
0.5589400291,Ad Hoc Rock,2022-04-04,13,Movies,Alient Ant Farm,Alient Ant Farm - Movies,AMP | 2022-04-04 | Ad Hoc Rock,
0.3768267714,Ad Hoc Rock,2022-04-04,4,Passenger,Deftones,Deftones - Passenger,AMP | 2022-04-04 | Ad Hoc Rock,
0.1806444627,Ad Hoc Rock,2022-04-04,23,EMI,Sex Pistols,Sex Pistols - EMI,AMP | 2022-04-04 | Ad Hoc Rock,
0.7102136976,Ad Hoc Rock,2022-04-04,21,Kool Thing,Sonic Youth,Sonic Youth - Kool Thing,AMP | 2022-04-04 | Ad Hoc Rock,
0.3779596185,Ad Hoc Rock,2022-04-04,24,Candy,Iggy Pop,Iggy Pop - Candy,AMP | 2022-04-04 | Ad Hoc Rock,
0.02938892693,Ad Hoc Rock,2022-04-04,6,My Way,Limp Bizkit,Limp Bizkit - My Way,AMP | 2022-04-04 | Ad Hoc Rock,
0.04493778009,Ad Hoc Rock,2022-04-04,35,Freedom,Rage Against The Machine,Rage Against The Machine - Freedom,AMP | 2022-04-04 | Ad Hoc Rock,
0.3217018373,Ad Hoc Rock,2022-04-04,14,Duality,Slipknot,Slipknot - Duality,AMP | 2022-04-04 | Ad Hoc Rock,
0.1698490222,Ad Hoc Rock,2022-04-04,15,You Can’t Bring Me Down,Suicidal Tendencies,Suicidal Tendencies - You Can’t Bring Me Down,AMP | 2022-04-04 | Ad Hoc Rock,
0.6134830187,Ad Hoc Rock,2022-04-04,28,Sunday Bloody Sunday,U2,U2 - Sunday Bloody Sunday,AMP | 2022-04-04 | Ad Hoc Rock,
0.667263803,Ad Hoc Rock,2022-04-04,9,Self Esteem,The Offspring,The Offspring - Self Esteem,AMP | 2022-04-04 | Ad Hoc Rock,
0.8041386726,Ad Hoc Rock,2022-04-04,25,Dirty Blvd,Lou Reed,Lou Reed - Dirty Blvd,AMP | 2022-04-04 | Ad Hoc Rock,
0.3080045511,Ad Hoc Rock,2022-04-04,2,In Too Deep,Sum 41,Sum 41 - In Too Deep,AMP | 2022-04-04 | Ad Hoc Rock,
0.1650225467,Long Rock,2022-04-07,5,Three Days,Janes Addiction,Janes Addiction - Three Days,AMP | 2022-04-07 | Long Rock,
0.8749707675,Long Rock,2022-04-07,7,Am I Ever Gonna Change,Extreme,Extreme - Am I Ever Gonna Change,AMP | 2022-04-07 | Long Rock,
0.1345782821,Long Rock,2022-04-07,2,Can’t You Hear Me Knockin,Rolling Stones,Rolling Stones - Can’t You Hear Me Knockin,AMP | 2022-04-07 | Long Rock,
0.9732910488,Long Rock,2022-04-07,13,Midnight Moonlight,The Firm,The Firm - Midnight Moonlight,AMP | 2022-04-07 | Long Rock,
0.7388195556,Long Rock,2022-04-07,9,Carouselambra,Led Zeppelin,Led Zeppelin - Carouselambra,AMP | 2022-04-07 | Long Rock,
0.9596060757,Long Rock,2022-04-07,4,Gonna Raise Hell,Cheap Trick,Cheap Trick - Gonna Raise Hell,AMP | 2022-04-07 | Long Rock,
0.8396325198,Long Rock,2022-04-07,12,Halo of Flies,Alice Cooper,Alice Cooper - Halo of Flies,AMP | 2022-04-07 | Long Rock,
0.1113268526,Long Rock,2022-04-07,8,The Confessor,Joe Walsh,Joe Walsh - The Confessor,AMP | 2022-04-07 | Long Rock,
0.7604954904,Long Rock,2022-04-07,11,Do You Feel Lke We Do,Peter Frampton,Peter Frampton - Do You Feel Lke We Do,AMP | 2022-04-07 | Long Rock,
0.2068562901,Long Rock,2022-04-07,3,I Want You,Beatles,Beatles - I Want You,AMP | 2022-04-07 | Long Rock,
0.4734923729,Long Rock,2022-04-07,1,November Rain,Guns N Roses,Guns N Roses - November Rain,AMP | 2022-04-07 | Long Rock,
0.04704970749,Long Rock,2022-04-07,10,Minstrel In The Gallery,Jethro Tull,Jethro Tull - Minstrel In The Gallery,AMP | 2022-04-07 | Long Rock,
0.0320489721,Long Rock,2022-04-07,6,Estranged,Guns N Roses,Guns N Roses - Estranged,AMP | 2022-04-07 | Long Rock,
0.4222845799,Ad Hoc Rock,2022-04-14,11,Man On The Moon,R.E.M.,R.E.M. - Man On The Moon,AMP | 2022-04-14 | Ad Hoc Rock,
0.8953735652,Ad Hoc Rock,2022-04-14,7,Us and Them,Pink Floyd,Pink Floyd - Us and Them,AMP | 2022-04-14 | Ad Hoc Rock,
0.564699502,Ad Hoc Rock,2022-04-14,9,Lonely People,Styx (1..0),Styx (1..0) - Lonely People,AMP | 2022-04-14 | Ad Hoc Rock,
0.07348421057,Ad Hoc Rock,2022-04-14,12,Why Can’t This Be Love?,Van Halen,Van Halen - Why Can’t This Be Love?,AMP | 2022-04-14 | Ad Hoc Rock,
0.05836442292,Ad Hoc Rock,2022-04-14,1,I’m Still Standing,Elton John,Elton John - I’m Still Standing,AMP | 2022-04-14 | Ad Hoc Rock,
0.001934429017,Ad Hoc Rock,2022-04-14,17,It’s Over,Boz Scaggs,Boz Scaggs - It’s Over,AMP | 2022-04-14 | Ad Hoc Rock,
0.488893061,Ad Hoc Rock,2022-04-14,6,In The Company of Wolves,Incubus (1..2),Incubus (1..2) - In The Company of Wolves,AMP | 2022-04-14 | Ad Hoc Rock,
0.8745049364,Ad Hoc Rock,2022-04-14,15,One Way Or Another,Blondie,Blondie - One Way Or Another,AMP | 2022-04-14 | Ad Hoc Rock,
0.1664730821,Ad Hoc Rock,2022-04-14,16,One,U2,U2 - One,AMP | 2022-04-14 | Ad Hoc Rock,
0.9774406895,Ad Hoc Rock,2022-04-14,4,Baba O’Riley,The Who,The Who - Baba O’Riley,AMP | 2022-04-14 | Ad Hoc Rock,
0.0612548551,Ad Hoc Rock,2022-04-14,5,Kashmir,Led Zeppelin,Led Zeppelin - Kashmir,AMP | 2022-04-14 | Ad Hoc Rock,
0.8031307539,Ad Hoc Rock,2022-04-14,8,Every Little Thing She Does Is Magic,The Police,The Police - Every Little Thing She Does Is Magic,AMP | 2022-04-14 | Ad Hoc Rock,
0.5469222555,Ad Hoc Rock,2022-04-14,4,Eyes of a Stranger,Queensryche,Queensryche - Eyes of a Stranger,AMP | 2022-04-14 | Ad Hoc Rock,
0.3129283086,Ad Hoc Rock,2022-04-14,5,Feels Like The First Time,Foreigner,Foreigner - Feels Like The First Time,AMP | 2022-04-14 | Ad Hoc Rock,
0.6971072354,Ad Hoc Rock,2022-04-14,7,On The Border,Eagles,Eagles - On The Border,AMP | 2022-04-14 | Ad Hoc Rock,
0.3721941352,Ad Hoc Rock,2022-04-14,8,Abacab,Genesis (2..1),Genesis (2..1) - Abacab,AMP | 2022-04-14 | Ad Hoc Rock,
0.1507673278,Ad Hoc Rock,2022-04-14,13,Even The Losers,Tom Petty,Tom Petty - Even The Losers,AMP | 2022-04-14 | Ad Hoc Rock,
0.8153424732,Ad Hoc Rock,2022-04-14,6,Smokin,Boston,Boston - Smokin,AMP | 2022-04-14 | Ad Hoc Rock,
0.02801178833,Ad Hoc Rock,2022-04-14,2,Funeral For a Friend,Elton John (2..0),Elton John (2..0) - Funeral For a Friend,AMP | 2022-04-14 | Ad Hoc Rock,
0.8000276161,Ad Hoc Rock,2022-04-14,3,Green Grass and High Tides,The Outlaws,The Outlaws - Green Grass and High Tides,AMP | 2022-04-14 | Ad Hoc Rock,
0.9990507818,Ad Hoc Rock,2022-04-14,1,Foreplay/Long Time,Boston,Boston - Foreplay/Long Time,AMP | 2022-04-14 | Ad Hoc Rock,
0.5786065908,Ad Hoc Rock,2022-04-14,14,I’ve Been Searchin’ So Long,Chicago,Chicago - I’ve Been Searchin’ So Long,AMP | 2022-04-14 | Ad Hoc Rock,
0.4884937726,Ad Hoc Rock,2022-04-14,9,Nobody Told Me,John Lennon,John Lennon - Nobody Told Me,AMP | 2022-04-14 | Ad Hoc Rock,
0.8182530601,Ad Hoc Rock,2022-04-14,10,At The Hundredth Meridian,The Tragically Hip,The Tragically Hip - At The Hundredth Meridian,AMP | 2022-04-14 | Ad Hoc Rock,
0.628299145,Ad Hoc Rock,2022-04-14,2,Couldn’t Get It Right,Climax Blues Band,Climax Blues Band - Couldn’t Get It Right,AMP | 2022-04-14 | Ad Hoc Rock,
0.4208026799,Ad Hoc Rock,2022-04-14,3,Back On The Road Again,REO Speedwagon,REO Speedwagon - Back On The Road Again,AMP | 2022-04-14 | Ad Hoc Rock,
0.08906949615,Ad Hoc Rock,2022-04-18,2,Man On the Silver Mountain,Rainbow,Rainbow - Man On the Silver Mountain,AMP | 2022-04-18 | Ad Hoc Rock,
0.9774353802,Ad Hoc Rock,2022-04-18,1,Heaven And Hell,Black Sabbath,Black Sabbath - Heaven And Hell,AMP | 2022-04-18 | Ad Hoc Rock,
0.3455075118,Ad Hoc Rock,2022-04-18,3,Misty Mountain Hop,Led Zeppelin,Led Zeppelin - Misty Mountain Hop,AMP | 2022-04-18 | Ad Hoc Rock,
0.6051202646,Ad Hoc M-M-Metal,2022-04-19,2,Wild Side,Motley Crue,Motley Crue - Wild Side,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.432736335,Ad Hoc M-M-Metal,2022-04-19,8,The Trooper,Iron Maiden (3..2),Iron Maiden (3..2) - The Trooper,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.7804656916,Ad Hoc M-M-Metal,2022-04-19,5,Foreclosure Of A Dream,Megadeth (1..2),Megadeth (1..2) - Foreclosure Of A Dream,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.3815089584,Ad Hoc M-M-Metal,2022-04-19,1,Symphony Of Destruction,Megadeth (1..0),Megadeth (1..0) - Symphony Of Destruction,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.7569581443,Ad Hoc M-M-Metal,2022-04-19,6,Shout At The Devil,Motley Crue (2..3),Motley Crue (2..3) - Shout At The Devil,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.4783738499,Ad Hoc M-M-Metal,2022-04-19,4,Bulls On Parade,Rage Against The Machine,Rage Against The Machine - Bulls On Parade,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.3338895707,Ad Hoc M-M-Metal,2022-04-19,9,You’ve Got Another Thing Coming,Judas Priest,Judas Priest - You’ve Got Another Thing Coming,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.3685408143,Ad Hoc M-M-Metal,2022-04-19,7,God Was Never On Your Side,Motorhead,Motorhead - God Was Never On Your Side,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.7655392257,Ad Hoc M-M-Metal,2022-04-19,3,Flight of Icarus,Iron Maiden,Iron Maiden - Flight of Icarus,AMP | 2022-04-19 | Ad Hoc M-M-Metal,
0.03204337833,Grunge On The Rocks,2022-04-20,8,Always On The Run,Lenny Kravitz,Lenny Kravitz - Always On The Run,AMP | 2022-04-20 | Grunge On The Rocks,
0.8489984614,Grunge On The Rocks,2022-04-20,1,Big Empty,Stone Temple Pilots,Stone Temple Pilots - Big Empty,AMP | 2022-04-20 | Grunge On The Rocks,
0.4359835823,Grunge On The Rocks,2022-04-20,4,I’ll Stick Around,Foo Fighters,Foo Fighters - I’ll Stick Around,AMP | 2022-04-20 | Grunge On The Rocks,
0.1156258843,Grunge On The Rocks,2022-04-20,9,Sour Girl,Stone Temple Pilots (1..0),Stone Temple Pilots (1..0) - Sour Girl,AMP | 2022-04-20 | Grunge On The Rocks,
0.4559629424,Grunge On The Rocks,2022-04-20,3,Trippin’ on a Hole in a Paper Heart,Stone Temple Pilots,Stone Temple Pilots - Trippin’ on a Hole in a Paper Heart,AMP | 2022-04-20 | Grunge On The Rocks,
0.2473529356,Grunge On The Rocks,2022-04-20,5,Cherub Rock,Smashing Pumpkins,Smashing Pumpkins - Cherub Rock,AMP | 2022-04-20 | Grunge On The Rocks,
0.6176623585,Grunge On The Rocks,2022-04-20,7,Cut You In,Jerry Cantrell,Jerry Cantrell - Cut You In,AMP | 2022-04-20 | Grunge On The Rocks,
0.5333995916,Grunge On The Rocks,2022-04-20,2,Slither,Velvet Revolver,Velvet Revolver - Slither,AMP | 2022-04-20 | Grunge On The Rocks,
0.6249729948,Grunge On The Rocks,2022-04-20,6,Pushin’ Forward Back,Temple Of The Dog,Temple Of The Dog - Pushin’ Forward Back,AMP | 2022-04-20 | Grunge On The Rocks,
0.3295089528,Ad Hoc Classic Rock,2022-04-21,12,Who Are You,The Who,The Who - Who Are You,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.1947649083,Ad Hoc Classic Rock,2022-04-21,8,Sweet Child O’ Mine,Guns N Roses (2..1),Guns N Roses (2..1) - Sweet Child O’ Mine,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.05029483013,Ad Hoc Classic Rock,2022-04-21,5,Under the Bridge,Red Hot Chili Peppers (1..2),Red Hot Chili Peppers (1..2) - Under the Bridge,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.7315977775,Ad Hoc Classic Rock,2022-04-21,7,Run Like Hell,Pink Floyd,Pink Floyd - Run Like Hell,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.451069328,Ad Hoc Classic Rock,2022-04-21,3,Paradise City,Guns N Roses,Guns N Roses - Paradise City,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.06034392377,Ad Hoc Classic Rock,2022-04-21,9,Unchained,Van Halen (1..3),Van Halen (1..3) - Unchained,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.5895543967,Ad Hoc Classic Rock,2022-04-21,4,Without You,Motley Crue,Motley Crue - Without You,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.1433461026,Ad Hoc Classic Rock,2022-04-21,2,Houses Of The Holy,Led Zeppelin,Led Zeppelin - Houses Of The Holy,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.416784118,Ad Hoc Classic Rock,2022-04-21,6,Summer Nights,Van Halen,Van Halen - Summer Nights,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.1845362594,Ad Hoc Classic Rock,2022-04-21,1,And the Cradle Will Rock,Van Halen,Van Halen - And the Cradle Will Rock,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.9624993515,Ad Hoc Classic Rock,2022-04-21,11,Talk To Ya Later,The Tubes,The Tubes - Talk To Ya Later,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.1496844523,Ad Hoc Classic Rock,2022-04-21,13,The Song Remains The Same,Led Zeppelin,Led Zeppelin - The Song Remains The Same,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.3512755842,Ad Hoc Classic Rock,2022-04-21,10,Without You,The Doobie Brothers (2..3),The Doobie Brothers (2..3) - Without You,AMP | 2022-04-21 | Ad Hoc Classic Rock,
0.7840446105,On The Southern Side,2022-04-22,1,Call Me The Breeze,Lynrd Skynrd,Lynrd Skynrd - Call Me The Breeze,AMP | 2022-04-22 | On The Southern Side,
0.7249836682,On The Southern Side,2022-04-22,13,Lyin’ Eyes,Eagles,Eagles - Lyin’ Eyes,AMP | 2022-04-22 | On The Southern Side,
0.1011542213,On The Southern Side,2022-04-22,15,Remember To Breathe,Sturgill Simpson,Sturgill Simpson - Remember To Breathe,AMP | 2022-04-22 | On The Southern Side,
0.6340647027,On The Southern Side,2022-04-22,7,Just Got Paid,ZZ Top,ZZ Top - Just Got Paid,AMP | 2022-04-22 | On The Southern Side,
0.8550922733,On The Southern Side,2022-04-22,11,Lonely Boy,The Black Keys,The Black Keys - Lonely Boy,AMP | 2022-04-22 | On The Southern Side,
0.6892300735,On The Southern Side,2022-04-22,5,Hold On Loosely,38 Special,38 Special - Hold On Loosely,AMP | 2022-04-22 | On The Southern Side,
0.1393941582,On The Southern Side,2022-04-22,8,Sing Along,Sturgill Simpson,Sturgill Simpson - Sing Along,AMP | 2022-04-22 | On The Southern Side,
0.5969275042,On The Southern Side,2022-04-22,9,Homegrown,Zac Brown Band,Zac Brown Band - Homegrown,AMP | 2022-04-22 | On The Southern Side,
0.3159750718,On The Southern Side,2022-04-22,4,"Train, Train",Blackfoot,"Blackfoot - Train, Train",AMP | 2022-04-22 | On The Southern Side,
0.01222023035,On The Southern Side,2022-04-22,6,The Night They Drove Old Dixie Down,The Band,The Band - The Night They Drove Old Dixie Down,AMP | 2022-04-22 | On The Southern Side,
0.4443681674,On The Southern Side,2022-04-22,3,Take It Easy,Eagles,Eagles - Take It Easy,AMP | 2022-04-22 | On The Southern Side,
0.5732119167,On The Southern Side,2022-04-22,18,Sex on Fire,Kings of Leon,Kings of Leon - Sex on Fire,AMP | 2022-04-22 | On The Southern Side,
0.1234988391,On The Southern Side,2022-04-22,10,Dreams I’ll Never See,Molly Hatchett,Molly Hatchett - Dreams I’ll Never See,AMP | 2022-04-22 | On The Southern Side,
0.6890387235,On The Southern Side,2022-04-22,2,Fire on the Mountain,The Marshall Tucker Band,The Marshall Tucker Band - Fire on the Mountain,AMP | 2022-04-22 | On The Southern Side,
0.6838871758,On The Southern Side,2022-04-22,12,Drink In My Hand,Eric Church,Eric Church - Drink In My Hand,AMP | 2022-04-22 | On The Southern Side,
0.06159619005,On The Southern Side,2022-04-22,17,Wild-Eyed Southern Boys,38 Special,38 Special - Wild-Eyed Southern Boys,AMP | 2022-04-22 | On The Southern Side,
0.3770047021,On The Southern Side,2022-04-22,14,Whipping Post,Allman Brothers,Allman Brothers - Whipping Post,AMP | 2022-04-22 | On The Southern Side,
0.9680474837,On The Southern Side,2022-04-22,19,Country Comfort,Elton John,Elton John - Country Comfort,AMP | 2022-04-22 | On The Southern Side,
0.140553899,On The Southern Side,2022-04-22,16,A Common Disaster,Cowboy Junkies,Cowboy Junkies - A Common Disaster,AMP | 2022-04-22 | On The Southern Side,
0.220872632,Sounds Aggressive,2022-04-22,4,One Step Closer,Linkin Park,Linkin Park - One Step Closer,AMP | 2022-04-22 | Sounds Aggressive,
0.6043490639,Sounds Aggressive,2022-04-22,10,Shoot to Thrill,AC/DC,AC/DC - Shoot to Thrill,AMP | 2022-04-22 | Sounds Aggressive,
0.6744929239,Sounds Aggressive,2022-04-22,12,Twisted Transistor,Korn,Korn - Twisted Transistor,AMP | 2022-04-22 | Sounds Aggressive,
0.8125470479,Sounds Aggressive,2022-04-22,3,Rollin’,Limp Bizkit,Limp Bizkit - Rollin’,AMP | 2022-04-22 | Sounds Aggressive,
0.6476911966,Sounds Aggressive,2022-04-22,5,On A Plain,Nirvana,Nirvana - On A Plain,AMP | 2022-04-22 | Sounds Aggressive,
0.1361181102,Sounds Aggressive,2022-04-22,7,Fat Lip,Sum 41,Sum 41 - Fat Lip,AMP | 2022-04-22 | Sounds Aggressive,
0.6801254839,Sounds Aggressive,2022-04-22,8,Toxicity,System Of A Down,System Of A Down - Toxicity,AMP | 2022-04-22 | Sounds Aggressive,
0.6372017489,Sounds Aggressive,2022-04-22,1,Sugar,System Of A Down,System Of A Down - Sugar,AMP | 2022-04-22 | Sounds Aggressive,
0.4057993774,Sounds Aggressive,2022-04-22,9,Psychosocial,Slipknot,Slipknot - Psychosocial,AMP | 2022-04-22 | Sounds Aggressive,
0.7175219932,Sounds Aggressive,2022-04-22,13,Falling to Pieces,Faith No More,Faith No More - Falling to Pieces,AMP | 2022-04-22 | Sounds Aggressive,
0.7886374711,Sounds Aggressive,2022-04-22,11,Break Stuff,Limp Bizkit,Limp Bizkit - Break Stuff,AMP | 2022-04-22 | Sounds Aggressive,
0.8701313833,Sounds Aggressive,2022-04-22,6,Welcome To Paradise,Green Day,Green Day - Welcome To Paradise,AMP | 2022-04-22 | Sounds Aggressive,
0.5731664466,Sounds Aggressive,2022-04-22,2,Got the Life,Korn,Korn - Got the Life,AMP | 2022-04-22 | Sounds Aggressive,
0.2818272258,Sounds Aggressive,2022-04-22,14,In Too Deep,Sum 41,Sum 41 - In Too Deep,AMP | 2022-04-22 | Sounds Aggressive,
0.1202013649,Ad Hoc Rock: 3x3,2022-04-25,1,Come a Little Closer,Cage The Elephant,Cage The Elephant - Come a Little Closer,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.5676751791,Ad Hoc Rock: 3x3,2022-04-25,9,Ana’s Song (Open Fire),Silverchair,Silverchair - Ana’s Song (Open Fire),AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.15248133,Ad Hoc Rock: 3x3,2022-04-25,5,Sour Girl,Stone Temple Pilots,Stone Temple Pilots - Sour Girl,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.1148496368,Ad Hoc Rock: 3x3,2022-04-25,7,Israel’s Son,Silverchair,Silverchair - Israel’s Son,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.6731181429,Ad Hoc Rock: 3x3,2022-04-25,8,Tomorrow,Silverchair,Silverchair - Tomorrow,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.06674528688,Ad Hoc Rock: 3x3,2022-04-25,2,Back Against the Wall,Cage The Elephant,Cage The Elephant - Back Against the Wall,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.05086537107,Ad Hoc Rock: 3x3,2022-04-25,3,Aberdeen,Cage The Elephant,Cage The Elephant - Aberdeen,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.4769452372,Ad Hoc Rock: 3x3,2022-04-25,6,Meadow,Stone Temple Pilots,Stone Temple Pilots - Meadow,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.1165605744,Ad Hoc Rock: 3x3,2022-04-25,4,Interstate Love Song,Stone Temple Pilots,Stone Temple Pilots - Interstate Love Song,AMP | 2022-04-25 | Ad Hoc Rock: 3x3,
0.3336855392,Rock + Alt,2022-04-27,23,No One Knows,Queens Of The Stone Age,Queens Of The Stone Age - No One Knows,AMP | 2022-04-27 | Rock + Alt,
0.9762425948,Rock + Alt,2022-04-27,5,The One I Love,R.E.M.,R.E.M. - The One I Love,AMP | 2022-04-27 | Rock + Alt,
0.1170992263,Rock + Alt,2022-04-27,2,Somebody Told Me,The Killers,The Killers - Somebody Told Me,AMP | 2022-04-27 | Rock + Alt,
0.02562434517,Rock + Alt,2022-04-27,12,Plush,Stone Temple Pilots,Stone Temple Pilots - Plush,AMP | 2022-04-27 | Rock + Alt,
0.06254389268,Rock + Alt,2022-04-27,16,Goldfinger,Ash,Ash - Goldfinger,AMP | 2022-04-27 | Rock + Alt,
0.5206614576,Rock + Alt,2022-04-27,14,Beautiful Disaster,311,311 - Beautiful Disaster,AMP | 2022-04-27 | Rock + Alt,
0.01312853948,Rock + Alt,2022-04-27,19,Blood Sugar Sex Magik,Red Hot Chili Peppers,Red Hot Chili Peppers - Blood Sugar Sex Magik,AMP | 2022-04-27 | Rock + Alt,
0.7083750472,Rock + Alt,2022-04-27,18,"This Ain’t a Scene, It’s an Arms Race",Fall Out Boy,"Fall Out Boy - This Ain’t a Scene, It’s an Arms Race",AMP | 2022-04-27 | Rock + Alt,
0.4431988671,Rock + Alt,2022-04-27,1,Shake Me Down,Cage The Elephant,Cage The Elephant - Shake Me Down,AMP | 2022-04-27 | Rock + Alt,
0.4049641422,Rock + Alt,2022-04-27,13,Cherub Rock,The Smashing Pumpkins,The Smashing Pumpkins - Cherub Rock,AMP | 2022-04-27 | Rock + Alt,
0.1026765462,Rock + Alt,2022-04-27,3,Take Me Out,Franz Ferdinand,Franz Ferdinand - Take Me Out,AMP | 2022-04-27 | Rock + Alt,
0.4943068971,Rock + Alt,2022-04-27,4,Sunday Bloody Sunday,U2,U2 - Sunday Bloody Sunday,AMP | 2022-04-27 | Rock + Alt,
0.5910700622,Rock + Alt,2022-04-27,24,The Last Song,Foo Fighters,Foo Fighters - The Last Song,AMP | 2022-04-27 | Rock + Alt,
0.8445504523,Rock + Alt,2022-04-27,15,Talk Shows On Mute,Incubus,Incubus - Talk Shows On Mute,AMP | 2022-04-27 | Rock + Alt,
0.7315930179,Rock + Alt,2022-04-27,6,Abuse Me,Silverchair,Silverchair - Abuse Me,AMP | 2022-04-27 | Rock + Alt,
0.8546046275,Rock + Alt,2022-04-27,8,Message of Love,Pretenders,Pretenders - Message of Love,AMP | 2022-04-27 | Rock + Alt,
0.7326811768,Rock + Alt,2022-04-27,21,Juicebox,The Strokes,The Strokes - Juicebox,AMP | 2022-04-27 | Rock + Alt,
